,ATB DATE,ATUB DATE,ATA DATE,ATD DATE,Month,HY,"Financial
Year",Port Name,BU_CD,Terminal,VCN,Berth No,CARGO GROUP,Commodity Type,Commodity,"TAT (ATB  -ATUB)
HOUR","TAT
(ATA - ATD)
HOUR",Base Status,Total Weight,QTY IN LAKH MT,Qty in MMT,TEUs ('000),Port Delay (Hrs),Vessel Delay (Hrs),Productivity,Coast,DEAD WT,VSL GROUP,"LOAD
PORT",DISCHARGE PORT,LAST PORT OF CALL,NEXT PORT OF CALL,Vessel Name
449,2020-02-02 14:12:00,2020-02-03 04:32:00,2020-02-01 03:24:00,2020-02-03 05:03:00,Jan 2020,H2,2019-20,MUNDRA,BNKR,T1,200374,B04,LIQUID,PETROLEUM WHITE OIL,GAS OIL (HSD),0.0,0.0,EXPORT,102.61,0.0,0.0,0.0,0.0,0.0,171.81,WEST,15036.0,HANDYSIZE,MUNDRA PORT,AMSTERDAM,KARACHI,SUEZ CANAL,MT CHEM VENUS
1061,2019-04-30 04:30:00,2019-05-01 22:05:00,2019-04-30 03:54:00,2019-05-01 22:45:00,Apr 2019,H1,2019-20,MUNDRA,BNKR,T2,191190,B08,LIQUID,PETROLEUM WHITE OIL,GAS OIL (HSD),0.0,0.0,EXPORT,34.97,0.0,0.0,0.0,0.0,0.0,20.18,WEST,4001.34,HANDYSIZE,BASRA,MUNDRA PORT,BASRAH OIL TERMINAL,BY ORDER,MT REEM 3
1084,2019-04-10 09:59:00,2019-04-23 23:20:00,2019-04-09 22:45:00,2019-04-24 05:40:00,Apr 2019,H1,2019-20,MUNDRA,BNKR,T2,190998,B08,LIQUID,PETROLEUM WHITE OIL,GAS OIL (HSD),0.0,0.0,EXPORT,19.73,0.0,0.0,0.0,0.0,0.0,1.46,WEST,,HANDYSIZE,MUNDRA PORT,BY ORDER,SIKA,SIKA,MT AEL II
1086,2020-02-27 09:06:00,2020-02-28 10:36:00,2020-02-27 00:00:00,2020-02-28 10:51:00,Feb 2020,H2,2019-20,MUNDRA,BNKR,T2,200639,B08,LIQUID,PETROLEUM WHITE OIL,GAS OIL (HSD),25.5,34.85,EXPORT,79.6,0.0,0.0,0.0,4.08,5.0,74.92,WEST,,HANDYSIZE,MUNDRA PORT,SIKA,KANDLA,SIKA,MT AEL II
1088,2020-03-05 14:54:00,2020-03-09 06:42:00,2020-03-05 02:30:00,2020-03-09 06:57:00,Mar 2020,H2,2019-20,MUNDRA,BNKR,T2,200692,B08,LIQUID,PETROLEUM WHITE OIL,GAS OIL (HSD),0.0,0.0,EXPORT,598.65,0.01,0.001,0.0,0.0,0.0,163.64,WEST,,HANDYSIZE,MUNDRA PORT,SIKA,SIKA,SIKA,MT AEL II
1091,2020-01-20 03:06:00,2020-01-21 16:48:00,2020-01-19 21:48:00,2020-01-21 17:03:00,Jan 2020,H2,2019-20,MUNDRA,BNKR,T2,200295,B08,LIQUID,PETROLEUM WHITE OIL,GAS OIL (HSD),0.0,0.0,EXPORT,238.32,0.0,0.0,0.0,0.0,0.0,151.72,WEST,,HANDYSIZE,MUNDRA PORT,SIKA,SIKA,SIKA,MT AEL II
1376,2019-12-29 01:45:00,2019-12-31 14:26:00,2019-12-29 01:05:00,2019-12-31 14:57:00,Dec 2019,H2,2019-20,MUNDRA,BNKR,T3,193219,B10,LIQUID,PETROLEUM WHITE OIL,GAS OIL (HSD),60.68,61.87,EXPORT,199.08,0.0,0.0,0.0,0.0,0.0,78.74,WEST,70776.0,PANAMAX VESSEL,YUZHLYY,MUNDRA PORT,YUZHLYY,DURBAN,MV STAR SUZANNA
1636,2019-12-25 14:08:00,2019-12-28 00:25:00,2019-12-25 07:20:00,2019-12-28 00:51:00,Dec 2019,H2,2019-20,MUNDRA,BNKR,T3,193162,B12,LIQUID,PETROLEUM WHITE OIL,GAS OIL (HSD),58.28,65.52,EXPORT,99.55,0.0,0.0,0.0,6.17,0.0,40.99,WEST,13080.0,HANDYSIZE,MUNDRA PORT,BY ORDER,KANDLA,JEBEL ALI,MV DA HUA
1663,2019-05-04 08:23:00,2019-05-04 20:40:00,2019-05-04 01:00:00,2019-05-04 20:55:00,May 2019,H1,2019-20,MUNDRA,BNKR,T1,191211,BB,LIQUID,PETROLEUM WHITE OIL,GAS OIL (HSD),0.0,0.0,EXPORT,99.71,0.0,0.0,0.0,0.0,0.0,194.82,WEST,,HANDYSIZE,MUNDRA PORT,BY ORDER,KANDLA,SIKA,MT AEL II
1678,2019-08-19 23:40:00,2019-08-22 13:00:00,2019-08-19 15:27:00,2019-08-22 13:23:00,Aug 2019,H1,2019-20,MUNDRA,BNKR,T1,192131,BB,LIQUID,PETROLEUM WHITE OIL,GAS OIL (HSD),0.0,0.0,EXPORT,17.83,0.0,0.0,0.0,0.0,0.0,6.98,WEST,,HANDYSIZE,MUNDRA PORT,MUNDRA PORT,SIKA,KANDLA,MT AEL II
1684,2019-08-24 03:18:00,2019-08-24 18:53:00,2019-08-24 03:00:00,2019-08-24 19:23:00,Aug 2019,H1,2019-20,MUNDRA,BNKR,T1,192184,BB,LIQUID,PETROLEUM WHITE OIL,GAS OIL (HSD),0.0,0.0,EXPORT,57.07,0.0,0.0,0.0,0.0,0.0,87.89,WEST,,HANDYSIZE,MUNDRA PORT,VADINAR,KANDLA PORT,VADINAR,MT AEL II
1692,2019-10-10 09:06:00,2019-10-11 20:06:00,2019-10-10 09:06:00,2019-10-11 20:21:00,Oct 2019,H2,2019-20,MUNDRA,BNKR,T1,192574,BB,LIQUID,PETROLEUM WHITE OIL,GAS OIL (HSD),0.0,0.0,EXPORT,148.91,0.0,0.0,0.0,0.0,0.0,102.11,WEST,,HANDYSIZE,MUNDRA PORT,SIKA,SIKA,SIKA,MT AEL II
1699,2019-12-12 08:20:00,2019-12-17 23:54:00,2019-12-12 05:14:00,2019-12-18 00:09:00,Dec 2019,H2,2019-20,MUNDRA,BNKR,T1,193132,BB,LIQUID,PETROLEUM WHITE OIL,GAS OIL (HSD),0.0,0.0,EXPORT,367.72,0.0,0.0,0.0,0.0,0.0,65.1,WEST,,HANDYSIZE,MUNDRA PORT,VADINAR,SIKA,VADINAR,MT AEL II
1700,2019-12-19 01:30:00,2019-12-20 02:12:00,2019-12-19 01:30:00,2019-12-20 02:27:00,Dec 2019,H2,2019-20,MUNDRA,BNKR,T1,193183,BB,LIQUID,PETROLEUM WHITE OIL,GAS OIL (HSD),24.7,24.95,EXPORT,199.06,0.0,0.0,0.0,0.0,0.0,193.42,WEST,,HANDYSIZE,MUNDRA PORT,KANDLA PORT,SIKA,KANDLA PORT,MT AEL II
1709,2020-01-06 17:06:00,2020-01-08 18:24:00,2020-01-06 13:12:00,2020-01-08 18:39:00,Jan 2020,H2,2019-20,MUNDRA,BNKR,T1,200169,BB,LIQUID,PETROLEUM WHITE OIL,GAS OIL (HSD),0.0,0.0,EXPORT,649.04,0.01,0.001,0.0,0.0,0.0,315.96,WEST,,HANDYSIZE,MUNDRA PORT,SIKA,VADINAR,SIKA,MT AEL II
1711,2020-01-10 23:24:00,2020-01-14 10:54:00,2020-01-10 23:24:00,2020-01-14 11:09:00,Jan 2020,H2,2019-20,MUNDRA,BNKR,T1,200200,BB,LIQUID,PETROLEUM WHITE OIL,GAS OIL (HSD),0.0,0.0,EXPORT,149.77,0.0,0.0,0.0,0.0,0.0,43.05,WEST,,HANDYSIZE,MUNDRA PORT,SIKA,SIKA,SIKA,MT AEL II
1713,2020-01-15 11:54:00,2020-01-18 19:18:00,2020-01-15 06:00:00,2020-01-18 19:33:00,Jan 2020,H2,2019-20,MUNDRA,BNKR,T1,200238,BB,LIQUID,PETROLEUM WHITE OIL,GAS OIL (HSD),0.0,0.0,EXPORT,244.01,0.0,0.0,0.0,0.0,0.0,73.76,WEST,,HANDYSIZE,MUNDRA PORT,SIKA,SIKA,SIKA,MT AEL II
1714,2020-02-29 09:54:00,2020-03-01 17:06:00,2020-02-29 02:54:00,2020-03-01 17:21:00,Feb 2020,H2,2019-20,MUNDRA,BNKR,T2,200667,BB8,LIQUID,PETROLEUM WHITE OIL,GAS OIL (HSD),31.2,38.45,EXPORT,349.35,0.0,0.0,0.0,7.0,0.0,268.73,WEST,,HANDYSIZE,MUNDRA PORT,KANDLA,KANDLA,KANDLA,MT AEL II
1716,2020-03-10 07:12:00,2020-03-14 18:45:00,2020-03-10 03:30:00,2020-03-14 19:00:00,Mar 2020,H2,2019-20,MUNDRA,BNKR,T2,200756,BB8,LIQUID,PETROLEUM WHITE OIL,GAS OIL (HSD),0.0,0.0,EXPORT,99.28,0.0,0.0,0.0,0.0,0.0,22.15,WEST,,HANDYSIZE,MUNDRA PORT,SIKA,SIKA,SIKA,MT AEL II
5427,2020-03-15 17:18:00,2020-04-17 08:30:00,2020-03-15 12:00:00,2020-04-17 08:45:00,Mar 2020,H1,2020-21,MUNDRA,BNKR,CT4 (ACMTPL),200806,SB4,LIQUID,PETROLEUM WHITE OIL,GAS OIL (HSD),0.0,0.0,EXPORT,49.51,0.0,0.0,0.0,0.0,0.0,1.52,WEST,,HANDYSIZE,MUNDRA PORT,KANDLA,SIKA,KANDLA,MT AEL II
5681,2019-12-06 16:54:00,2019-12-11 15:06:00,2019-12-06 13:12:00,2019-12-11 15:21:00,Dec 2019,H2,2019-20,MUNDRA,BNKR,CT4 (ACMTPL),193101,SB4,LIQUID,PETROLEUM WHITE OIL,GAS OIL (HSD),0.0,0.0,EXPORT,269.85,0.0,0.0,0.0,0.0,0.0,54.79,WEST,,HANDYSIZE,MUNDRA PORT,SIKA,SIKA,SIKA,MT AEL II
7254,2020-01-14 13:54:00,2020-01-15 15:54:00,2020-01-14 13:00:00,2020-01-15 16:27:00,Jan 2020,H2,2019-20,MUNDRA,BNKR,CT3 (AICTPL),192707,SB7,LIQUID,PETROLEUM WHITE OIL,GAS OIL (HSD),0.0,0.0,EXPORT,99.79,0.0,0.0,0.0,0.0,0.0,92.11,WEST,,SUB PANAMAX,,,MOMBASA,COLOMBO,MV MSC LEVINA
7280,2019-10-12 15:48:00,2019-10-13 10:12:00,2019-10-12 15:00:00,2019-10-13 10:45:00,Oct 2019,H2,2019-20,MUNDRA,BNKR,CT3 (AICTPL),192578,SB7,LIQUID,PETROLEUM WHITE OIL,GAS OIL (HSD),0.0,0.0,EXPORT,98.94,0.0,0.0,0.0,0.0,0.0,129.05,WEST,,SUB PANAMAX,,,MOMBASA,COLOMBO,MV MSC CAPRI
7400,2020-01-30 22:26:00,2020-02-18 21:36:00,2020-01-30 21:00:00,2020-02-18 21:50:00,Feb 2020,H2,2019-20,MUNDRA,BNKR,CT3 (AICTPL),200395,SB7,LIQUID,PETROLEUM WHITE OIL,GAS OIL (HSD),0.0,0.0,EXPORT,639.44,0.01,0.001,0.0,0.0,0.0,33.72,WEST,,HANDYSIZE,MUNDRA PORT,KANDLA,VADINAR,KANDLA,MT AEL II
7403,2020-02-10 15:10:00,2020-02-11 20:15:00,2020-02-10 14:10:00,2020-02-11 20:55:00,Feb 2020,H2,2019-20,MUNDRA,BNKR,CT3 (AICTPL),200400,SB7,LIQUID,PETROLEUM WHITE OIL,GAS OIL (HSD),29.08,30.75,EXPORT,119.56,0.0,0.0,0.0,0.0,0.0,98.66,WEST,,SUB PANAMAX,,,MOMBASA,COLOMBO,MV MSC LEVINA
7502,2019-04-05 03:42:00,2019-04-06 00:33:00,2019-04-05 03:00:00,2019-04-06 01:06:00,Apr 2019,H1,2019-20,MUNDRA,BNKR,,190768,SB8,LIQUID,PETROLEUM WHITE OIL,GAS OIL (HSD),0.0,0.0,EXPORT,19.68,0.0,0.0,0.0,0.0,0.0,22.65,WEST,,HANDY MAX,,,DURBAN,KHOR AL FAKKAN,MV MSC RONIT
7748,2020-02-22 12:54:00,2020-02-25 20:18:00,2020-02-21 14:00:00,2020-02-25 20:33:00,Feb 2020,H2,2019-20,MUNDRA,BNKR,,200590,SB8,LIQUID,PETROLEUM WHITE OIL,GAS OIL (HSD),79.4,102.55,EXPORT,19.84,0.0,0.0,0.0,0.0,22.83,6.0,WEST,,HANDYSIZE,MUNDRA PORT,KANDLA,KANDLA,KANDLA,MT AEL II
7828,2020-01-29 10:00:00,2020-01-30 18:54:00,2020-01-29 05:30:00,2020-01-30 19:27:00,Jan 2020,H2,2019-20,MUNDRA,BNKR,,200190,SB8,LIQUID,PETROLEUM WHITE OIL,GAS OIL (HSD),32.9,37.95,EXPORT,149.79,0.0,0.0,0.0,0.0,3.83,109.27,WEST,,SUB PANAMAX,,,MOMBASA,COLOMBO,MV MSC CHIARA
7871,2020-01-05 03:06:00,2020-01-06 02:42:00,2020-01-05 02:10:00,2020-01-06 03:21:00,Jan 2020,H2,2019-20,MUNDRA,BNKR,,200021,SB8,LIQUID,PETROLEUM WHITE OIL,GAS OIL (HSD),23.6,25.18,EXPORT,498.99,0.0,0.0,0.0,0.0,0.0,507.45,WEST,,POST PANAMAX,,,NHAVA SHEVA,HAIFA,MV MSC MAEVA
8457,2019-09-20 05:30:00,2019-09-21 00:00:00,2019-09-20 03:50:00,2019-09-21 00:15:00,Sep 2019,H1,2019-20,MUNDRA,BNKR,,192418,SB9,LIQUID,PETROLEUM WHITE OIL,GAS OIL (HSD),0.0,0.0,EXPORT,34.96,0.0,0.0,0.0,0.0,0.0,45.35,WEST,,HANDYSIZE,MUNDRA PORT,BY ORDER,SIKA,SIKA,MT AEL II
